0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9.268759693877552,11.805544217687071,12.24258480725624,32.25193310657597,48.83530612244896,128.4353514739229,31.16256802721086,11.114622248661512,66.52010707911957,58.036859012492556,39.11945270672219,25.197523854848313,16.879113384889944,10.43853718024986,6.244576799524086,1
9.033266666666668,11.966305725623576,12.259834013605442,30.958815249433115,43.1596201814059,90.99555555555557,48.125555555555565,5.2934467120181425,57.32197501487209,57.654527067221906,40.02205829863178,25.68391897679952,16.089743961927425,9.748776561570496,5.993054253420584,1
8.987661054421771,11.891368027210884,12.232031292517004,25.939170578231295,39.66621882086169,98.86229024943312,45.93916099773242,7.8277551020408085,58.66134443783463,57.56684116597264,38.94929208804282,25.872571683521716,16.123960380725755,9.719546222486615,5.990181558596071,1
8.789923412698414,11.847162585034006,12.365477324263034,25.36994948979593,44.325510204081624,116.1020011337868,45.67805555555555,7.4830895691609935,65.63222222222218,57.92240929705215,38.84441403926233,25.42159464604402,16.23455371802499,9.908053063652583,6.0042527067221885,1
9.07451207482993,12.077096371882087,12.207305725623582,24.851810884353736,37.8921371882086,96.43882653061227,57.63991496598634,6.454314058956914,60.559892920880415,56.71327781082693,39.733146936347424,25.80715585960737,16.02800547293278,9.566935633551456,5.902514574657938,1
9.107514965986391,11.944720918367349,12.029495521541943,25.63088667800454,45.90712018140587,120.43122448979594,45.47317073170731,8.714527067221887,61.16184414039261,56.056573468173696,40.45408685306365,26.203082450922068,16.200213444378342,9.98061487209994,6.098609518143971,1
8.921176870748301,11.966872392290245,12.219301870748298,22.36048072562359,39.06963718820863,110.41832766439909,62.85473922902493,8.051700680272104,61.727126710291486,56.23637120761449,40.67426531826294,26.06925461035098,15.96131766805473,9.77010743604997,6.1359533610945824,1
8.980426530612243,11.949152380952382,12.383729705215414,24.82009756097561,41.604818560380714,116.56019036287927,53.35946460440217,6.82897085068412,67.07024390243899,60.207102914931575,43.75022010707913,29.373610945865554,16.99746127305176,9.917042831647828,6.378502320047588,1
7.686229535147392,11.588719727891155,12.549009807256235,19.774491666666666,39.46535714285716,99.0207482993197,79.32261337868479,4.523310657596377,67.42431405895691,62.141405895691605,44.16249433106574,27.398126984126982,16.162501844140394,10.261451754907794,6.491292920880428,1
7.870390249433105,11.699354705215418,12.484063265306123,24.605112244897967,42.245493197278904,113.14737528344668,69.48079365079366,9.169620181405906,64.80907596371883,59.82870748299318,42.84537414965986,27.274919331065753,17.256502551020414,10.009842831647834,5.961555859607377,1
9.173027664399084,11.912737868480727,12.315299603174603,23.976562868480727,34.0509297052154,73.24331065759637,40.92240929705219,5.4496201814058995,34.37619047619049,51.07218322427126,40.04366448542533,25.779801070791198,15.7543013682332,9.872806067816779,6.202946460440218,1
8.66324081632653,11.833557142857138,12.320968537414961,25.31756105442177,47.87454081632651,145.4329535147392,34.93705215419502,10.790980725623575,69.98657596371883,59.95990929705214,41.92489795918368,27.253394331065753,16.944336585365853,9.75210434265318,5.567606781677573,1
8.850452664399095,11.93118707482993,12.334439965986396,21.23541541950113,35.968803854875304,92.08907596371877,64.48619047619046,3.846099773242641,57.24785147392291,59.6118650793651,41.86378684807256,25.5590525877454,15.68573932183225,9.612958239143369,5.969780249851278,1
8.903478514739232,12.028475283446712,12.336218820861669,28.833821371882078,48.63170068027209,144.18737528344678,37.03261337868481,12.498843537414963,67.86308956916102,59.27371882086169,39.13171921475313,26.53184509220702,16.26865603807257,9.596298750743609,5.6789344437834615,1
9.187352154195011,11.997162585034017,12.153571712018143,29.04662040816327,43.86820861678005,98.83761904761901,47.82630385487528,5.399500297442003,64.04734086853065,57.23558596073765,39.749268292682935,26.0369744199881,16.334166329565736,9.835802736466382,5.844132302201072,1
9.097505045351475,11.948052154195011,12.224640816326525,25.743697562358275,36.96152494331066,72.93514739229023,42.839637188208584,4.054518140589568,38.79086167800454,56.525306122448974,39.468506841165976,24.829190362879235,15.940513146936354,9.860680428316476,6.019504342653184,1
8.959443537414968,11.931742460317455,12.354659467120186,25.716104535147398,37.375425170068034,100.97610544217689,51.04406462585035,6.119523809523805,65.53578231292519,57.39828673408687,39.87989292088045,26.87841903628792,16.649053063652595,9.489763474122546,5.490582986317673,1
9.231562188208619,12.097368990929702,12.186965759637184,23.69678004535147,34.79775510204082,84.11122448979592,49.760544217687084,3.912494331065762,52.54678167757289,56.552920880428324,39.80661511005352,25.084102676977995,15.73624759071981,9.749385960737662,6.114483878643667,1
8.8457787414966,11.691163038548758,12.30742772108844,23.888773752834467,38.57984126984125,86.3253514739229,55.698888888888895,3.6407312925170086,56.073922902494324,57.45685374149657,41.32122448979593,26.19299523809524,15.723277096966093,9.84830184414039,6.000539083878649,1
8.599796201814064,11.74341746031745,12.228253571428565,26.40754671201814,47.85705215419499,146.84356575963722,55.910476190476196,18.362993197278932,68.42816326530613,60.3800283446712,43.15229591836735,27.79214994331065,15.882219036287932,9.400728019036286,5.810950148721006,1
9.209689778258516,11.817703174603174,12.315607086167798,18.661066269841264,35.763293650793656,80.51717120181404,64.73863945578229,4.288282312925173,49.33086167800453,56.123089569160996,41.37045351473923,26.44404557823128,16.47833718820862,10.229338378684812,6.201786394557822,1
9.019732482993188,11.910551473922899,12.27453429705216,24.807139455782302,39.82950113378683,111.96380952380956,57.79621882086163,9.19712018140589,64.535306122449,55.653848899464585,40.089458655562176,26.025748245092206,15.76814610350981,9.934406781677566,6.096692563950032,1
9.032651811790156,11.721954251700682,12.50816105442177,25.870399149659857,44.30710317460317,93.57043650793653,48.14092970521543,6.503429705215418,65.10204081632654,64.31820861678004,42.32356575963717,26.880991439909298,17.159495521541952,10.562364625850345,6.139178514739227,1
9.209412655489455,11.885730442176866,12.38386303854875,21.35467851473923,33.935901360544214,73.37712018140593,46.03950113378683,2.5156916099773237,36.354195011337865,55.40609977324264,41.031547619047636,26.691997789115643,16.189534693877548,9.947622902494327,6.133414569161,1
8.793195918367346,11.663862868480727,12.359570578231294,22.374347392290243,38.796734693877525,91.53841269841276,50.56723922902496,2.142091836734692,54.43038548752835,58.95832766439912,41.909620181405884,26.98433446712019,16.581724943310654,9.974252154195012,5.806911957168356,1
