0,1,2,3,4,5,6,7,8,9,10
22.69211841773747,28.054123356009075,77.98124089490116,222.69062434963578,35.88178980228927,130.6240608740895,117.15596253902187,66.56001990114464,33.33611092611862,15.980404370447445,1
22.132196724615778,27.9504629377677,77.12137596371883,160.91697450572323,58.15099895941731,96.50791883454737,120.44495317377732,67.65346162851196,33.13598909989593,15.737580983350684,1
22.09881179138322,28.01278548752834,67.14993242630386,170.14878511966702,50.24994797086368,88.00138657648283,119.66346514047868,66.99406024973985,33.363005723205006,15.725044953173777,1
21.82085215419502,28.124621315192748,68.64868349710254,212.99736961451245,45.67033005794911,117.5681399583767,118.04834547346516,66.47080270551511,32.87521563475546,15.583181893860562,1
22.310096598639454,27.95075147392291,64.10712113882592,165.4901144640999,67.08374869927155,103.21733610822061,120.35261446409987,66.97296888657647,32.76467637877211,15.47859544745057,1
22.152604132023164,27.09883777315296,66.43803818938606,203.09285119667018,60.62865764828303,110.83020031217482,119.49242715920917,67.7557444328824,33.265268184183135,15.770434963579609,1
21.94408888888889,27.883845401864455,62.546726581002765,185.18546566077,72.55349635796046,110.41611862643082,119.40077003121749,67.35018139958378,32.950805411030174,15.74865319979188,1
21.225723543184177,27.273628121748175,64.78852094172737,203.4003121748179,61.236110822060375,112.51966701352755,128.40536160249738,71.44844953173777,33.15059634506852,16.031986455253964,1
20.219435878054927,28.193829931972797,59.54754381456286,171.41374653565126,90.58581002771474,115.5131569664903,126.44665658856135,67.84174268990635,32.84651136836628,16.2464657648283,1
20.49138977072311,28.116721995464847,67.98629271856892,198.7335046611237,76.95791383219958,126.9726530612245,123.16673217435122,69.15372199546485,33.03995868886577,15.666455801248699,1
22.277584630889386,27.93062040816326,61.605249634668695,137.13191735953643,45.59206035379815,47.36374869927159,111.62364464099896,65.63631459417275,32.444244432882414,15.682818132154013,1
21.434992189468378,28.002260216679268,69.9735444192492,261.83844797178136,34.24934240362813,134.06943310657599,121.46530612244898,65.6763804630593,32.864140088449545,15.221970239334023,1
21.7014879818594,28.097905416981604,59.21680156210632,164.55698160745777,69.79096497858403,94.25485008818339,118.05722164412072,66.02715837669095,32.58529513527576,15.444238527575449,1
21.76234603174603,28.02346550768455,76.01489478458049,251.764509952129,38.929090450995204,136.29982570239338,119.21721123829346,66.38647700312175,32.90322174817898,15.324447970863678,1
22.392697959183675,27.832584126984127,71.9260786680541,169.34768990634754,55.08277055150885,100.91951092611868,119.51449791883456,66.07850418834548,33.38848668054111,15.5784778616025,1
22.171618644494842,28.003769664903004,65.203039808516,136.80067019400354,47.58792642983117,53.549253381893884,115.41110301768992,66.1910608740895,32.78491344953174,15.551190634755466,1
